ID,First Name,Last Name,DOB,Gender,Email,Career,Graduation Year,Sport,Club Affiliation
112-02-7099,Lucias,DORRITY,30/12/1996,Female,ldorrity@uni.edu,Art & Culture,2024,,
111-06-3528,Pavia,CHENG,22/11/1996,Female,pcheng@uni.edu,Medicine,2024,Volleyball,
114-02-9198,Joana,MEDLIN,06/03/1998,Male,jmedlin@uni.edu,Biotechnology,2023,,
119-02-3956,Arly,ETTER,23/07/1996,Male,aetter@uni.edu,Tourism & Catering,2024,Tennis,
118-03-1173,Johna,ROSCHER,19/10/1996,Male,jroscher@uni.edu,IT,2023,Tennis,
117-05-4957,Imogen,PHILIPPAULT,18/05/1998,Male,iphilippault@uni.edu,Physics,2023,,
119-04-9723,Jacklyn,ELEMENT,08/02/1996,Female,jelement@uni.edu,Literature & Linguistics,2022,,
117-07-4720,Bobbette,NEWBURN,17/01/1997,Female,bnewburn@uni.edu,Mathematics,2023,,
116-08-2006,Terrie,FIDGEON,04/02/1996,Female,tfidgeon@uni.edu,Art & Culture,2024,Gymnastics,
118-04-5206,Chelsie,TROTTER,08/09/1997,Male,ctrotter@uni.edu,Tourism & Catering,2024,Tennis,
111-09-9812,Rafaellle,HABRON,30/09/1998,Female,rhabron@uni.edu,History,2024,,
111-09-6196,Avery,COMINO,02/03/1997,Male,acomino@uni.edu,Journalism,2023,,
116-08-9111,Sacha,GEFFCOCK,25/10/1997,Bigender,sgeffcock@uni.edu,Mathematics,2024,,
111-04-9669,Tracey,SIMOND,02/08/1996,Female,tsimond@uni.edu,Literature & Linguistics,2024,,
116-01-8240,Betsey,WORDEN,12/04/1997,Male,bworden@uni.edu,IT,2024,Basketball,
112-05-3999,Adham,MCCOWEN,17/02/1996,Male,amccowen@uni.edu,Mathematics,2022,,
116-05-1224,Maud,HANNY,03/08/1996,Male,mhanny@uni.edu,IT,2024,,
118-05-7122,Amelita,HOLLIDGE,24/05/1997,Male,ahollidge@uni.edu,Finance,2022,Tennis,
114-05-5640,Mufi,DUCKIT,06/01/1997,Female,mduckit@uni.edu,Medicine,2022,Gymnastics,
111-07-5974,Deena,WHARTONBY,03/02/1997,Female,dwhartonby@uni.edu,Agronomy,2023,,
111-04-4484,Alano,TOME,06/08/1997,Male,atome@uni.edu,Computer Science,2022,Football,
111-04-7105,Clare,JOZSA,12/04/1997,Female,cjozsa@uni.edu,Psychology,2022,,
114-09-9985,Bent,MC GIFFIN,04/06/1996,Male,bmcgiffin@uni.edu,Mathematics,2022,,
113-05-5366,Elenore,MARL,17/10/1997,Male,emarl@uni.edu,Physics,2024,,
113-03-7215,Amble,THEODORE,05/08/1996,Female,atheodore@uni.edu,Engineering,2022,Track & Field,
118-08-5120,Gustav,MATUSKIEWICZ,23/09/1997,Male,gmatuskiewicz@uni.edu,Tourism & Catering,2022,,
119-05-3780,Rafa,ADLINGTON,06/05/1998,Male,radlington@uni.edu,Agronomy,2024,,
111-07-3237,Ned,MILEHAM,05/02/1996,Male,nmileham@uni.edu,Physics,2022,,
111-02-8772,Zulema,LIEPMANN,03/02/1996,Female,zliepmann@uni.edu,Chemistry,2023,,
115-05-2015,Rosene,QUICK,31/05/1997,Female,rquick@uni.edu,Gastronomy,2022,,
112-04-7776,Marion,SUTTERFIELD,02/10/1997,Male,msutterfield@uni.edu,Biotechnology,2022,,
116-01-3472,Carlo,SKACE,03/03/1997,Male,cskace@uni.edu,Architecture,2024,Football,
111-02-6925,Mattie,BOAG,24/08/1998,Male,mboag@uni.edu,Gastronomy,2024,,
112-03-9824,Kinna,BONDE,08/04/1998,Male,kbonde@uni.edu,Business Administration,2023,Basketball,
117-01-9439,Charles,TRIGGOL,23/06/1996,Male,ctriggol@uni.edu,Agronomy,2024,Soccer,Beta Mu
112-08-7473,Maia,PETRELLI,10/07/1996,Male,mpetrelli@uni.edu,Engineering,2024,,
111-04-4058,Jessy,BURGWIN,19/11/1996,Female,jburgwin@uni.edu,Journalism,2024,Hockey,
115-04-8198,Dell,ALYUKIN,30/07/1997,Bigender,dalyukin@uni.edu,Tourism & Catering,2022,Gymnastics,
114-08-8471,Kelci,FAULL,10/03/1997,Male,kfaull@uni.edu,Mathematics,2022,,Beta Mu
113-03-4492,Welby,PREDDY,20/05/1996,Female,wpreddy@uni.edu,Journalism,2024,Cheerleading,
113-03-9010,Misti,KAPLIN,14/09/1996,Male,mkaplin@uni.edu,Physics,2024,,
111-06-4872,Marcus,CUDMORE,29/06/1997,Female,mcudmore@uni.edu,Psychology,2024,Volleyball,
117-04-2877,Krystal,MCMILLIAN,09/11/1996,Female,kmcmillian@uni.edu,Architecture,2024,,
116-05-7748,Jaquith,TILBERRY,15/01/1997,Female,jtilberry@uni.edu,History,2023,Volleyball,
113-03-7257,Duffie,CHECCUCCI,24/09/1998,Genderqueer,dcheccucci@uni.edu,Mathematics,2024,Gymnastics,
114-03-6691,Pet,WEGMAN,08/07/1998,Female,pwegman@uni.edu,Journalism,2022,,
118-07-7776,Laurie,LEYDEN,14/04/1996,Female,lleyden@uni.edu,Business Administration,2023,,
116-02-4927,Buffy,CAUDLE,14/02/1997,Male,bcaudle@uni.edu,Psychology,2022,Hockey,
111-01-2103,Banky,PEROTTI,03/11/1996,Male,bperotti@uni.edu,Biotechnology,2023,Track & Field,
115-02-2285,Othelia,BARSTOWK,06/07/1996,Male,obarstowk@uni.edu,History,2022,Volleyball,
114-05-2235,Broddy,HASTED,23/05/1997,Male,bhasted@uni.edu,Law,2023,,
112-03-2272,Grace,EVERINGHAM,02/08/1998,Female,geveringham@uni.edu,Psychology,2022,,
117-08-4128,Thalia,JOSTAN,27/05/1997,Male,tjostan@uni.edu,Psychology,2023,,
116-01-4074,Hildegarde,PRESNELL,22/01/1998,Female,hpresnell@uni.edu,Engineering,2022,Hockey,
115-05-8300,Harmony,URWEN,05/05/1998,Male,hurwen@uni.edu,Tourism & Catering,2022,,
111-03-4383,Rodolphe,MEECH,26/09/1998,Male,rmeech@uni.edu,Medicine,2023,,Nu Phi Lambda
113-03-2440,Ivory,VAN HAULT,04/11/1998,Female,ivanhault@uni.edu,Computer Science,2023,Swimming,
117-06-7259,Laraine,MCCUE,23/11/1997,Male,lmccue@uni.edu,IT,2022,Football,
111-09-9112,Bobinette,KELF,08/04/1997,Male,bkelf@uni.edu,Art & Culture,2022,Football,
117-01-1648,Amandi,JEANNEL,12/08/1997,Genderfluid,ajeannel@uni.edu,Gastronomy,2024,Soccer,
118-01-6309,Clerc,ROEBY,03/07/1997,Female,croeby@uni.edu,Psychology,2023,Cheerleading,
114-06-9694,Andrew,SHRIMPLIN,01/01/1997,Female,ashrimplin@uni.edu,Medicine,2022,,
116-02-1003,Sig,PETERFFY,17/07/1997,Female,speterffy@uni.edu,Architecture,2024,Martial Arts,
117-03-3481,Valle,CAUDRELIER,30/03/1998,Female,vcaudrelier@uni.edu,Computer Science,2023,Martial Arts,
113-05-4614,Diarmid,CRAISE,01/10/1997,Non-binary,dcraise@uni.edu,Journalism,2023,,
117-02-6294,Lark,LOFFILL,03/04/1996,Male,lloffill@uni.edu,Biotechnology,2024,Swimming,
115-01-6781,Barris,MALICKI,09/01/1997,Female,bmalicki@uni.edu,Engineering,2022,,Tau Picore
114-07-9607,Edita,CUND,08/01/1997,Female,ecund@uni.edu,Business Administration,2022,,
115-05-2711,Derrik,SCHMIDT,27/07/1997,Non-binary,dschmidt@uni.edu,Computer Science,2023,,
111-06-9951,Rad,CLELLAND,21/10/1998,Polygender,rclelland@uni.edu,Physics,2023,Basketball,
114-01-5989,Jone,OSMANT,07/01/1998,Female,josmant@uni.edu,Chemistry,2024,,
112-07-2723,Gerard,ISAKOVITCH,15/01/1998,Male,gisakovitch@uni.edu,Physics,2022,Hockey,
118-09-7923,Carmita,VAN DER VELDEN,17/05/1997,Female,cvandervelden@uni.edu,Gastronomy,2024,,
116-08-9533,Eunice,WOODYATT,05/11/1998,Female,ewoodyatt@uni.edu,Physics,2022,,
119-09-6355,Jenn,CHESSELL,28/12/1998,Male,jchessell@uni.edu,Mathematics,2022,,
116-09-7562,Leanora,MCGOON,11/07/1996,Male,lmcgoon@uni.edu,Law,2022,Rowing,Beta Mu
119-05-8741,Sherwood,DOBROWSKI,14/02/1996,Male,sdobrowski@uni.edu,Physics,2024,,
115-04-2336,Cori,MITCHELL,13/01/1997,Female,cmitchell@uni.edu,History,2022,Tennis,
112-02-2132,Caresse,GARNSWORTHY,11/08/1998,Male,cgarnsworthy@uni.edu,Law,2022,,
119-04-7322,Arlyne,VANDRILL,03/07/1997,Male,avandrill@uni.edu,Engineering,2022,,
117-09-4720,Barrie,RATLEY,30/12/1997,Male,bratley@uni.edu,Art & Culture,2022,Gymnastics,
111-03-6824,Rosalinde,FAVELA,03/06/1996,Male,rfavela@uni.edu,Architecture,2023,,
117-01-1105,Pat,WILLGRASS,24/04/1998,Male,pwillgrass@uni.edu,Tourism & Catering,2022,,
112-02-9456,Mirabelle,AUJOUANET,18/04/1998,Female,maujouanet@uni.edu,Art & Culture,2024,,
112-04-2366,Ashli,MERRIDAY,14/09/1997,Male,amerriday@uni.edu,IT,2022,Martial Arts,
111-04-2103,Cozmo,HEALY,09/01/1996,Female,chealy@uni.edu,History,2024,,
112-08-7020,Stanfield,PHILIPPSOHN,03/09/1996,Female,sphilippsohn@uni.edu,Art & Culture,2024,,Beta Mu
118-01-1499,Harv,SIMISTER,03/03/1996,Female,hsimister@uni.edu,Architecture,2024,Hockey,
114-06-3438,Kaleena,EASTOPE,21/01/1997,Female,keastope@uni.edu,IT,2023,,
111-03-5956,Terrance,LUKES,11/05/1997,Female,tlukes@uni.edu,Chemistry,2024,,
116-02-9543,Rafe,MILLICHIP,16/07/1996,Female,rmillichip@uni.edu,Psychology,2022,Tennis,Nu Phi Lambda
114-01-1680,Basia,DENINGTON,22/08/1997,Male,bdenington@uni.edu,Biotechnology,2023,,
116-09-4089,Tina,BARTOSEK,29/12/1996,Male,tbartosek@uni.edu,Chemistry,2024,,
111-06-5537,Max,MITCHELL,05/07/1997,Female,mmitchell@uni.edu,Medicine,2023,Rowing,
112-09-2714,Shae,CHRISTALL,20/01/1997,Female,schristall@uni.edu,Psychology,2023,,
119-04-4833,Fancy,BRIGDEN,14/10/1998,Male,fbrigden@uni.edu,Gastronomy,2022,Football,
116-04-5630,Angela,SNOOK,14/02/1998,Male,asnook@uni.edu,Law,2022,Tennis,
118-05-3397,Micky,PAKEMAN,04/05/1998,Male,mpakeman@uni.edu,Computer Science,2022,,
115-09-3885,Katherina,VIPAN,09/04/1997,Male,kvipan@uni.edu,IT,2023,,
115-08-2820,Walt,CORNEHL,03/02/1997,Male,wcornehl@uni.edu,Engineering,2023,,Delta Magnus
118-01-6981,Dietrich,STARR,14/12/1997,Male,dstarr@uni.edu,Law,2024,,Nu Phi Lambda
116-06-8224,Olwen,MOUNTNEY,26/05/1996,Male,omountney@uni.edu,History,2024,,
118-05-1336,Sigmund,MACCLEAY,01/03/1998,Female,smaccleay@uni.edu,Tourism & Catering,2023,,
113-09-8058,Colleen,GONTHARD,02/10/1996,Male,cgonthard@uni.edu,Gastronomy,2024,,Epsilon
119-09-1107,Nickey,KENYON,05/11/1996,Female,nkenyon@uni.edu,Biotechnology,2023,,
113-09-3739,Raine,SPINKS,07/07/1997,Male,rspinks@uni.edu,IT,2024,,
116-02-7954,Elton,FINDING,01/06/1998,Male,efinding@uni.edu,Biotechnology,2023,,
113-04-3512,Calv,PETO,04/04/1996,Male,cpeto@uni.edu,Gastronomy,2022,,
115-05-1624,Sharona,PEFFER,30/04/1998,Genderqueer,speffer@uni.edu,Psychology,2022,Football,
118-07-9844,Jae,GREETLAND,29/03/1997,Male,jgreetland@uni.edu,Finance,2023,Swimming,
118-04-9427,Sallyann,TARBET,24/09/1997,Genderqueer,starbet@uni.edu,History,2022,,
113-06-8393,Tabbitha,GOOMS,30/08/1997,Female,tgooms@uni.edu,Finance,2022,,
114-01-1729,Sophey,MORSTON,06/05/1998,Male,smorston@uni.edu,Chemistry,2023,,
116-02-7113,Kristan,MCMILLAM,26/02/1996,Non-binary,kmcmillam@uni.edu,Agronomy,2023,,
118-09-1035,Walker,ARNOUT,19/06/1996,Male,warnout@uni.edu,Art & Culture,2023,,
114-05-4406,Casi,CLISSOLD,30/05/1997,Female,cclissold@uni.edu,IT,2023,Basketball,
116-06-4329,Rudolph,CRESSOR,16/11/1997,Female,rcressor@uni.edu,Literature & Linguistics,2023,Volleyball,
113-06-9938,Rikki,BRYMNER,27/12/1997,Male,rbrymner@uni.edu,Mathematics,2023,Hockey,
116-03-9495,Avictor,CLELAND,09/10/1997,Female,acleland@uni.edu,Psychology,2024,,
114-06-5816,Suzanne,BRENNENSTUHL,17/06/1996,Male,sbrennenstuhl@uni.edu,Mathematics,2023,,
119-05-3043,Luce,FOLINI,27/08/1997,Female,lfolini@uni.edu,Chemistry,2023,,
115-06-3778,Ilyse,LEYSHON,11/05/1996,Male,ileyshon@uni.edu,Physics,2022,,
113-01-6645,Farlee,BESLIER,11/11/1997,Female,fbeslier@uni.edu,Medicine,2023,Rowing,
112-02-2288,Sinclair,CUERDA,27/07/1997,Female,scuerda@uni.edu,Architecture,2023,,
119-01-3090,Aliza,SZYMONOWICZ,24/03/1996,Female,aszymonowicz@uni.edu,Literature & Linguistics,2024,Hockey,
111-06-6912,Dotty,BUNFORD,09/01/1997,Female,dbunford@uni.edu,Computer Science,2023,,
119-06-2203,Karolina,GATES,10/11/1996,Genderqueer,kgates@uni.edu,Tourism & Catering,2024,,
114-04-6945,Ali,HORT,27/03/1997,Female,ahort@uni.edu,Journalism,2024,Hockey,
116-04-4200,Stacee,ROBERTOT,26/06/1996,Female,srobertot@uni.edu,Psychology,2023,,
116-03-4425,Megen,LAMMERICH,22/01/1998,Genderfluid,mlammerich@uni.edu,Architecture,2022,Tennis,
119-05-8765,Kayne,DEVEREU,13/07/1997,Male,kdevereu@uni.edu,Architecture,2024,,
116-01-8194,Albert,WICKERSHAM,05/09/1997,Male,awickersham@uni.edu,Chemistry,2022,,
113-05-5426,Kerry,OLDERSHAW,22/03/1998,Agender,koldershaw@uni.edu,Physics,2023,,
116-01-7164,Viv,ORRING,30/01/1998,Male,vorring@uni.edu,Journalism,2023,Swimming,
114-03-9020,Katee,BARTLAM,04/07/1997,Male,kbartlam@uni.edu,Computer Science,2023,,
116-07-7390,Ebonee,ADAMO,01/09/1996,Male,eadamo@uni.edu,Tourism & Catering,2023,Hockey,
112-07-4545,Aldrich,BRIGDEN,08/02/1998,Male,abrigden@uni.edu,Psychology,2022,Hockey,
118-03-9724,Rodrick,RICHIE,02/08/1998,Male,rrichie@uni.edu,History,2022,,Nu Phi Lambda
117-06-7646,Malcolm,LEEHANE,24/10/1997,Female,mleehane@uni.edu,Tourism & Catering,2024,Soccer,
117-07-2742,Kathye,DOMINGUEZ,20/11/1997,Female,kdominguez@uni.edu,Chemistry,2023,Martial Arts,
112-08-2430,Brita,ITZHAYEK,20/12/1997,Female,bitzhayek@uni.edu,Biotechnology,2023,,
117-07-8187,Franny,FARO,28/02/1997,Female,ffaro@uni.edu,Tourism & Catering,2022,,
119-06-6850,Joceline,DICT,08/01/1997,Male,jdict@uni.edu,Engineering,2024,Martial Arts,
112-08-3511,Jud,COON,12/08/1997,Female,jcoon@uni.edu,Agronomy,2023,Martial Arts,
113-02-6743,Ulick,GRAFFHAM,29/01/1998,Female,ugraffham@uni.edu,Literature & Linguistics,2023,Cheerleading,
118-08-8098,Carine,MOORE,16/02/1996,Male,cmoore@uni.edu,Engineering,2024,,
117-02-3343,Celisse,GREENSITT,25/11/1996,Male,cgreensitt@uni.edu,Law,2024,,
113-03-5330,Ernst,ST LEDGER,24/11/1997,Female,estledger@uni.edu,Medicine,2022,,
118-02-3832,Bob,ROCKELL,04/01/1997,Female,brockell@uni.edu,Medicine,2024,Rowing,
113-07-3728,Tilda,MCFETRIDGE,30/05/1997,Male,tmcfetridge@uni.edu,Chemistry,2024,,
115-06-5495,Jo,STENETT,13/06/1998,Female,jstenett@uni.edu,Law,2023,Hockey,
112-03-8271,Desirae,JURN,24/03/1996,Male,djurn@uni.edu,Art & Culture,2024,,
114-01-2910,Walliw,SHORE,02/12/1998,Female,wshore@uni.edu,Computer Science,2022,,
117-08-1379,Grace,DAVERIDGE,05/01/1997,Male,gdaveridge@uni.edu,Engineering,2024,,Nu Phi Lambda
117-02-6555,Maryanna,SAYBURN,18/08/1998,Male,msayburn@uni.edu,Mathematics,2024,Football,
118-05-3228,Maire,HAYWARD,04/07/1996,Male,mhayward@uni.edu,Law,2023,,
119-03-1452,Dayna,HARDACRE,15/12/1996,Female,dhardacre@uni.edu,Business Administration,2022,,
119-07-9342,Rickey,TEE,11/03/1998,Female,rtee@uni.edu,Engineering,2024,,
118-02-5313,Ferdinand,LIBERMORE,12/11/1996,Male,flibermore@uni.edu,History,2022,,
112-02-6275,Angie,SUMMERTON,16/04/1996,Male,asummerton@uni.edu,Gastronomy,2023,Rowing,
116-03-5275,Nat,PITTENDREIGH,11/04/1998,Female,npittendreigh@uni.edu,Physics,2023,,Beta Mu
114-01-6471,Carmel,TUBBS,03/01/1996,Female,ctubbs@uni.edu,Business Administration,2024,,
115-01-8375,Tedmund,BAGOTT,22/06/1997,Male,tbagott@uni.edu,Chemistry,2024,,
113-08-6136,Carney,GORUSSO,28/12/1997,Male,cgorusso@uni.edu,Computer Science,2022,,
112-05-5172,Clovis,CHRETIEN,17/07/1997,Female,cchretien@uni.edu,History,2024,,
116-04-4074,Harriot,ROOME,08/03/1997,Bigender,hroome@uni.edu,Law,2023,,
115-02-3238,Wynne,WHITLAND,20/06/1996,Female,wwhitland@uni.edu,Tourism & Catering,2023,,
117-07-6062,Ambrose,BILAM,21/02/1998,Male,abilam@uni.edu,Literature & Linguistics,2022,,
114-06-4189,Corie,LE BROM,24/07/1998,Female,clebrom@uni.edu,Computer Science,2023,,
115-09-2918,Marielle,HANN,20/03/1998,Female,mhann@uni.edu,Biotechnology,2022,Martial Arts,
115-01-3582,Almeda,RABLE,04/05/1998,Female,arable@uni.edu,Business Administration,2022,,
119-01-3186,Jodie,AVRAHAMOFF,16/05/1997,Female,javrahamoff@uni.edu,Chemistry,2024,,
116-05-2494,Aidan,KAS,13/07/1998,Female,akas@uni.edu,IT,2023,,
118-02-5643,Francesca,FURST,24/05/1996,Male,ffurst@uni.edu,Biotechnology,2022,,
113-05-1355,Sheeree,PENNELLS,05/03/1997,Female,spennells@uni.edu,Computer Science,2023,,
119-08-3793,Catina,TYZACK,24/03/1998,Male,ctyzack@uni.edu,Architecture,2022,,
117-09-4530,Anthia,DANIT,21/05/1997,Female,adanit@uni.edu,Chemistry,2022,,Kappa Xi
115-01-3041,Carlyle,FORBER,20/05/1996,Male,cforber@uni.edu,Biotechnology,2022,Martial Arts,
119-06-1835,Stepha,BROXAP,22/01/1996,Female,sbroxap@uni.edu,Medicine,2023,Gymnastics,
116-01-1865,Moses,HAUGEN,12/04/1998,Female,mhaugen@uni.edu,Computer Science,2023,Cheerleading,Epsilon
116-02-6388,Cissy,TOPES,18/04/1997,Female,ctopes@uni.edu,Business Administration,2023,,Kappa Xi
118-08-2121,Randy,SHALE,17/03/1998,Male,rshale@uni.edu,Psychology,2024,Gymnastics,
117-01-5845,Brietta,KYDD,25/08/1998,Male,bkydd@uni.edu,Business Administration,2024,,
117-06-3868,Yanaton,SENOGLES,01/09/1998,Male,ysenogles@uni.edu,Finance,2024,,
113-08-2335,Titus,HINDRICK,12/06/1997,Male,thindrick@uni.edu,Journalism,2022,Football,
119-09-4326,Hardy,HAVIS,29/09/1998,Female,hhavis@uni.edu,Medicine,2023,Soccer,
117-04-3668,Aldus,O'CONNOR,28/07/1998,Male,aoconnor@uni.edu,Law,2023,,
115-01-3879,Nevile,KERRIDGE,29/10/1996,Male,nkerridge@uni.edu,IT,2023,,
113-01-1117,Chandal,HEYNEN,27/11/1996,Female,cheynen@uni.edu,Computer Science,2024,,
113-02-7116,Monte,KINGSWOLD,13/07/1997,Male,mkingswold@uni.edu,Computer Science,2023,Hockey,
119-02-6834,Sonja,KIMBLIN,05/02/1997,Agender,skimblin@uni.edu,Agronomy,2024,,
111-04-9862,Tabby,DULING,03/06/1996,Male,tduling@uni.edu,Medicine,2023,,
114-07-5523,Aundrea,POLDING,28/06/1996,Agender,apolding@uni.edu,Chemistry,2023,Swimming,
118-05-3359,Clemens,HYMAN,30/04/1998,Female,chyman@uni.edu,Physics,2022,Cheerleading,
117-01-7924,Whitby,LAISE,01/06/1997,Non-binary,wlaise@uni.edu,Literature & Linguistics,2023,,
114-09-1621,Wandis,IVANKIN,15/05/1997,Female,wivankin@uni.edu,Mathematics,2024,Martial Arts,
111-04-6492,Jerrold,LAMPBRECHT,02/10/1997,Male,jlampbrecht@uni.edu,IT,2024,Volleyball,
116-07-3583,Arabelle,DRIPPS,22/01/1996,Male,adripps@uni.edu,Law,2022,,
111-07-8703,Cathrin,MERRIMENT,24/12/1996,Male,cmerriment@uni.edu,IT,2022,Football,
114-08-4028,Abran,PRESNAIL,13/04/1996,Male,apresnail@uni.edu,Medicine,2023,Basketball,
118-06-4037,Jacquelyn,DYERS,10/02/1997,Female,jdyers@uni.edu,Architecture,2023,Swimming,
119-03-7463,Jen,STARBUCKE,05/09/1997,Female,jstarbucke@uni.edu,Art & Culture,2022,,
112-02-6121,Amandy,DURNALL,07/07/1998,Male,adurnall@uni.edu,Law,2022,Football,
112-07-7879,Muhammad,WHYATT,13/02/1997,Male,mwhyatt@uni.edu,Literature & Linguistics,2022,Basketball,
115-08-8969,Natalina,MCARDLE,01/12/1996,Male,nmcardle@uni.edu,Finance,2024,,
118-02-4796,Zaneta,DUFFAN,24/09/1996,Genderfluid,zduffan@uni.edu,Art & Culture,2024,Basketball,
119-06-6028,Townie,VAUTREY,30/10/1996,Male,tvautrey@uni.edu,Chemistry,2022,,Pi Gamma Rho
114-07-1189,Imogene,DOLBEY,12/11/1997,Genderqueer,idolbey@uni.edu,Psychology,2024,Cheerleading,Kappa Xi
117-06-1776,Armando,SCHIMKE,22/10/1997,Male,aschimke@uni.edu,Law,2022,Basketball,
114-09-8321,Camey,SWEPSTONE,17/10/1998,Female,cswepstone@uni.edu,Tourism & Catering,2023,Volleyball,Nu Phi Lambda
111-08-3006,Alberik,HOUNSOME,20/07/1997,Polygender,ahounsome@uni.edu,Computer Science,2022,,
119-02-6727,Harold,TAX,07/05/1996,Male,htax@uni.edu,IT,2024,Rowing,
116-06-9981,Kelby,DALGETY,13/06/1998,Genderfluid,kdalgety@uni.edu,Art & Culture,2024,,
111-07-7585,Dory,FITZGERALD,07/12/1997,Female,dfitzgerald@uni.edu,Medicine,2023,,
115-04-9082,Derril,HUNSWORTH,20/09/1997,Female,dhunsworth@uni.edu,Chemistry,2024,,
116-02-7011,Hamish,SHUTER,16/12/1997,Female,hshuter@uni.edu,Computer Science,2024,,
113-01-3518,Farrah,JOSUM,12/01/1998,Male,fjosum@uni.edu,Medicine,2022,,
116-04-7641,Alvinia,GUITTON,12/09/1998,Male,aguitton@uni.edu,Mathematics,2024,,
118-09-9150,Charla,BOLSTRIDGE,15/03/1996,Female,cbolstridge@uni.edu,Gastronomy,2023,Volleyball,Beta Mu
111-04-6330,Janey,CLIPSON,13/07/1997,Female,jclipson@uni.edu,Architecture,2024,Soccer,
117-07-5608,Devondra,CRUSH,17/02/1996,Female,dcrush@uni.edu,Medicine,2023,,
112-05-8833,Rosemonde,SOTWORTH,13/05/1998,Male,rsotworth@uni.edu,Mathematics,2024,,Delta Magnus
111-05-6722,Bonita,SMILLIE,16/01/1997,Male,bsmillie@uni.edu,Computer Science,2024,Soccer,
114-04-2225,Taylor,OBERN,04/11/1997,Female,tobern@uni.edu,Literature & Linguistics,2024,Tennis,
114-08-7227,Joyce,MEINER,24/03/1996,Female,jmeiner@uni.edu,IT,2024,Hockey,
118-09-2743,Kizzee,THIRTLE,10/01/1998,Male,kthirtle@uni.edu,Tourism & Catering,2024,Martial Arts,
113-08-7114,Yul,BRANNAN,22/04/1997,Male,ybrannan@uni.edu,Mathematics,2024,,
118-05-1566,Yevette,KYLE,13/01/1997,Female,ykyle@uni.edu,Engineering,2022,,
119-09-7626,Winona,DOME,07/11/1997,Female,wdome@uni.edu,Agronomy,2024,,
112-05-7828,See,BURDAS,17/08/1998,Female,sburdas@uni.edu,Gastronomy,2024,,
114-01-8025,Gnni,FALKINGHAM,31/05/1997,Genderqueer,gfalkingham@uni.edu,Engineering,2023,,
119-06-2184,Zita,RUBERTELLI,28/04/1997,Female,zrubertelli@uni.edu,Medicine,2022,,
112-05-4964,Antonie,EDWICK,01/12/1996,Male,aedwick@uni.edu,Medicine,2022,,
119-01-3617,Derward,STIFE,08/02/1996,Female,dstife@uni.edu,Agronomy,2023,Gymnastics,
119-04-4331,Katharina,ANNETT,04/10/1998,Male,kannett@uni.edu,Biotechnology,2024,Swimming,
115-04-5249,Claudina,CALDERON,08/08/1997,Female,ccalderon@uni.edu,Law,2024,Swimming,
116-01-7108,Celka,DE GREY,21/06/1998,Male,cdegrey@uni.edu,Mathematics,2024,,
119-05-3766,Augie,RUSHSORTH,14/11/1998,Male,arushsorth@uni.edu,Physics,2024,Gymnastics,
113-06-5958,Dwain,HADDY,17/02/1997,Female,dhaddy@uni.edu,Biotechnology,2022,,
119-01-8799,Raynard,GATECLIFFE,13/10/1998,Male,rgatecliffe@uni.edu,Engineering,2023,,
118-02-4480,Bourke,JOHNS,12/05/1996,Female,bjohns@uni.edu,Medicine,2024,,
117-04-8751,Burnaby,FURMAN,03/04/1996,Female,bfurman@uni.edu,Architecture,2024,Cheerleading,
116-09-2096,Glynda,PELLISSIER,06/07/1997,Female,gpellissier@uni.edu,Art & Culture,2022,Cheerleading,
111-08-1679,Cordula,BRIDDEN,21/02/1996,Male,cbridden@uni.edu,IT,2022,,Kappa Xi
112-02-3282,Faye,HANDSHEART,31/03/1998,Bigender,fhandsheart@uni.edu,Psychology,2024,,
111-01-9006,Janetta,JODDENS,15/11/1996,Female,jjoddens@uni.edu,Biotechnology,2024,Cheerleading,
115-07-8174,Fedora,KETCHELL,05/01/1997,Male,fketchell@uni.edu,Architecture,2023,Basketball,
118-08-2802,Pris,SEINE,20/11/1998,Male,pseine@uni.edu,Law,2022,,
115-07-5257,Keven,IRONSIDE,27/05/1996,Female,kironside@uni.edu,Medicine,2024,Cheerleading,
111-08-8445,Celestina,OLIVELLO,13/02/1996,Male,colivello@uni.edu,Physics,2023,Football,Kappa Xi
118-01-3268,Michaela,BERGIN,24/02/1998,Male,mbergin@uni.edu,Gastronomy,2024,,
113-08-2351,Cherida,MACGOWN,20/06/1997,Female,cmacgown@uni.edu,Mathematics,2022,,
112-05-9834,Lyell,KAINDL,12/12/1998,Male,lkaindl@uni.edu,IT,2023,,
116-07-5420,Jessie,DRINKHALL,26/09/1997,Male,jdrinkhall@uni.edu,IT,2023,,Tau Picore
115-08-2160,Adelina,RHEAUME,09/08/1996,Male,arheaume@uni.edu,Medicine,2022,,
116-04-9355,Axel,DWELLEY,24/09/1996,Female,adwelley@uni.edu,Architecture,2022,Tennis,
118-03-6630,Kellyann,BALOGH,10/12/1996,Male,kbalogh@uni.edu,Architecture,2022,Basketball,
112-04-1241,Woodie,PAUTOT,18/05/1996,Female,wpautot@uni.edu,Medicine,2023,,
112-05-7132,Celisse,CHURCHARD,02/11/1998,Male,cchurchard@uni.edu,Journalism,2023,,
111-09-7193,Bondie,POLAND,27/10/1996,Female,bpoland@uni.edu,Literature & Linguistics,2023,,
117-09-5611,Nichols,STIENHAM,14/12/1996,Female,nstienham@uni.edu,Tourism & Catering,2024,,
