id,first_name,last_name,email,gender,date_of_birth,careeer,house,sport
111-bd-7060,Dorisa,GURTON,dgurton@uni.edu,Male,31/07/1998,Medicine,Delta Magnus,Gymnastics
111-be-4871,Issy,MAROUSEK,imarousek@uni.edu,Agender,18/07/1998,Law,,
112-bd-7340,Curry,KEYND,ckeynd@uni.edu,Female,09/04/1998,Chemistry,,
111-bb-1880,Elicia,FOTHERINGHAM,efotheringham@uni.edu,Agender,26/05/1996,Engineering,,
112-eb-9992,Shelden,MATTKE,smattke@uni.edu,Female,19/12/1997,History,,
112-eb-6303,Eugene,DICKSON,edickson@uni.edu,Genderqueer,14/08/1998,Engineering,,Swimming
112-db-6111,Josephina,GERIN,jgerin@uni.edu,Female,19/12/1997,Computer Science,Beta Mu,Volleyball
112-eb-1325,Yvette,BLAKELY,yblakely@uni.edu,Polygender,15/02/1997,Biotechnology,Zeta Omega,
112-cc-3833,Pauly,ANTHILL,panthill@uni.edu,Male,07/09/1996,Computer Science,,
111-ea-8367,Shelley,FELDHARKER,sfeldharker@uni.edu,Male,08/08/1998,Computer Science,,Hockey
111-ef-3089,Betti,HALDANE,bhaldane@uni.edu,Male,26/11/1997,Tourism & Catering,Delta Magnus,
111-ce-3373,Gael,GIROGETTI,ggirogetti@uni.edu,Male,09/10/1998,Business Administration,Zeta Omega,Gymnastics
112-df-5918,Madalyn,STRYDE,mstryde@uni.edu,Male,19/10/1997,Finance,Delta Magnus,Football
112-cc-8696,Dael,PAWLETT,dpawlett@uni.edu,Male,16/03/1996,Gastronomy,,
111-bf-7276,Davin,HOLDALL,dholdall@uni.edu,Female,06/07/1996,Litterature & Linguistics,,Gymnastics
111-ce-5934,Richmound,MAULIN,rmaulin@uni.edu,Male,06/10/1997,Computer Science,Tau Picore,Football
111-ed-7885,Bunnie,LEVINGS,blevings@uni.edu,Female,05/06/1998,Engineering,Beta Mu,Hockey
111-eb-2865,Stephani,HAVESIDES,shavesides@uni.edu,Male,17/06/1998,Computer Science,,
111-bb-9734,Maurie,SHARRAM,msharram@uni.edu,Female,23/07/1998,Art & Culture,,Volleyball
111-bf-9878,Flemming,BRIDGLAND,fbridgland@uni.edu,Female,22/01/1996,Architecture,Kappa Xi,
111-ce-6861,Jamal,KINGHORN,jkinghorn@uni.edu,Polygender,26/07/1996,Gastronomy,Delta Magnus,Martial Arts
111-ed-6369,Gian,TWENTYMAN,gtwentyman@uni.edu,Female,27/04/1998,Litterature & Linguistics,Beta Mu,
111-ef-1796,Juan,SLEENY,jsleeny@uni.edu,Male,25/10/1997,Computer Science,,
111-fe-4857,Buck,DUIGAN,bduigan@uni.edu,Female,15/12/1998,Biotechnology,,
111-ab-7290,Giorgia,ARONOWICZ,garonowicz@uni.edu,Female,08/11/1997,Law,,
112-bc-8374,Kippie,KIRSTEIN,kkirstein@uni.edu,Male,31/01/1996,Physics,Zeta Omega,Martial Arts
112-ae-2285,Sharity,TRYME,stryme@uni.edu,Male,28/10/1998,IT,,Hockey
112-fc-8152,Eustacia,TIERY,etiery@uni.edu,Female,08/08/1996,Litterature & Linguistics,Kappa Xi,Basketball
112-db-4584,Erskine,HUBBOCK,ehubbock@uni.edu,Male,06/07/1996,Litterature & Linguistics,Delta Magnus,
112-fb-1584,Allison,BIRCHWOOD,abirchwood@uni.edu,Female,02/02/1998,History,,Tennis
111-da-2427,Thane,MOUGEOT,tmougeot@uni.edu,Male,14/07/1996,Law,,Swimming
112-ec-4029,Aldwin,SYDRY,asydry@uni.edu,Female,23/10/1998,Medicine,,Basketball
111-de-5175,Davie,WOOLER,dwooler@uni.edu,Female,04/02/1998,Finance,Kappa Xi,Basketball
111-fe-4533,Richmond,SELF,rself@uni.edu,Female,01/05/1997,Medicine,,Hockey
112-ec-7314,Ally,CRIPPS,acripps@uni.edu,Female,05/05/1996,IT,Beta Mu,Tennis
111-ea-9264,Kristina,KASMAN,kkasman@uni.edu,Male,10/04/1998,Tourism & Catering,,
111-cd-7903,Angelica,KEETS,akeets@uni.edu,Male,23/03/1997,IT,Pi Gamma Rho,Martial Arts
112-cc-9293,Maurise,FITT,mfitt@uni.edu,Male,25/11/1997,Law,Delta Magnus,Tennis
111-fe-7155,Ravid,LACHEZE,rlacheze@uni.edu,Female,22/12/1996,Litterature & Linguistics,,
111-ff-5811,Anallese,KYNSTON,akynston@uni.edu,Male,09/10/1996,Chemistry,Pi Gamma Rho,
111-cb-1181,Lek,BORTOLUSSI,lbortolussi@uni.edu,Female,03/03/1997,Litterature & Linguistics,Kappa Xi,Hockey
112-ed-1396,Perkin,CORNALL,pcornall@uni.edu,Male,16/04/1998,Psychology,Delta Magnus,
111-de-7091,Valentia,LEWINS,vlewins@uni.edu,Bigender,11/06/1998,Biotechnology,Nu Psi Lambda,
112-ef-3897,Nial,RYE,nrye@uni.edu,Female,09/05/1996,Physics,,
112-ca-1568,Pamela,DELL CASA,pdellcasa@uni.edu,Male,15/11/1996,Computer Science,Delta Magnus,Swimming
111-ee-5099,Zarah,RENDELL,zrendell@uni.edu,Female,11/08/1998,Computer Science,Beta Mu,Hockey
111-ae-9072,Hugh,MCGLEW,hmcglew@uni.edu,Female,24/11/1998,Medicine,,Martial Arts
112-fa-1325,Reuven,CUMBERLEDGE,rcumberledge@uni.edu,Male,24/07/1997,Biotechnology,,Basketball
111-fc-6221,Gwendolin,ABERCROMBIE,gabercrombie@uni.edu,Female,09/03/1996,Medicine,,
112-dd-1842,Sibley,WEY,swey@uni.edu,Female,20/04/1997,Business Administration,,
112-fd-9189,Marjorie,O'COSKERRY,mocoskerry@uni.edu,Male,25/10/1996,Mathematics,Kappa Xi,
111-fb-6852,Johna,CRUNKHORN,jcrunkhorn@uni.edu,Female,09/05/1997,Chemistry,Beta Mu,Tennis
112-ad-4473,Bartel,INSALL,binsall@uni.edu,Female,26/04/1997,Psychology,,Basketball
111-ad-6466,Ajay,MC KELLEN,amckellen@uni.edu,Bigender,02/06/1998,Journalism,Zeta Omega,
112-eb-9384,Dietrich,LACKNER,dlackner@uni.edu,Female,27/12/1998,Finance,,
112-bb-4241,Daniela,PENNONE,dpennone@uni.edu,Female,23/12/1997,Physics,Tau Picore,Volleyball
112-eb-6428,Stephana,FETTERS,sfetters@uni.edu,Male,26/03/1997,IT,,Football
112-bb-3407,Alfons,ZECCHINI,azecchini@uni.edu,Genderfluid,25/04/1998,Computer Science,,Football
111-ab-7938,Sharia,GIORGESCHI,sgiorgeschi@uni.edu,Male,14/05/1996,Computer Science,,Gymnastics
111-ec-2994,Neils,CROSE,ncrose@uni.edu,Male,18/05/1996,Engineering,Beta Mu,
112-ef-8970,Torre,BAUDASSO,tbaudasso@uni.edu,Male,04/09/1996,Computer Science,,Swimming
112-cb-9524,Courtenay,DODING,cdoding@uni.edu,Female,10/03/1998,Biotechnology,,
112-ce-5018,Joice,YIRRELL,jyirrell@uni.edu,Female,26/05/1997,Medicine,Beta Mu,Hockey
111-ca-3194,Deeanne,EVILL,devill@uni.edu,Male,07/09/1996,Gastronomy,,Football
112-da-5709,Diane,TACKELL,dtackell@uni.edu,Female,07/12/1997,Art & Culture,,
111-dc-8689,Camella,JURRIES,cjurries@uni.edu,Male,30/03/1996,Medicine,Kappa Xi,Volleyball
112-bf-4899,Vittorio,LUDLEM,vludlem@uni.edu,Male,06/09/1998,IT,Beta Mu,Volleyball
112-dd-9832,Jorey,LARMUTH,jlarmuth@uni.edu,Male,17/07/1997,Gastronomy,Zeta Omega,Basketball
111-ea-8619,Phillip,GUYER,pguyer@uni.edu,Male,13/06/1996,History,Tau Picore,Martial Arts
112-db-7452,Ceciley,COTTERELL,ccotterell@uni.edu,Male,27/02/1997,Mathematics,,Football
112-ec-9668,Elly,PRIESTMAN,epriestman@uni.edu,Female,20/07/1998,Chemistry,,Swimming
112-ae-4432,Rourke,TOWNSHEND,rtownshend@uni.edu,Female,24/03/1996,Engineering,Kappa Xi,Gymnastics
111-fa-2665,Tymon,ANTONOV,tantonov@uni.edu,Male,26/07/1997,History,,
112-ef-9237,Felix,FORTUNE,ffortune@uni.edu,Male,12/08/1996,Tourism & Catering,Pi Gamma Rho,Tennis
112-ee-4589,Liz,NIJSSEN,lnijssen@uni.edu,Female,12/03/1997,Psychology,,Volleyball
111-dc-3358,Tiler,KAINZ,tkainz@uni.edu,Male,24/06/1998,Biotechnology,Pi Gamma Rho,Martial Arts
111-ab-9835,Millie,ARISS,mariss@uni.edu,Female,12/01/1998,Litterature & Linguistics,,Gymnastics
112-ff-3863,Thornie,LANGELAY,tlangelay@uni.edu,Female,28/07/1996,Mathematics,,Tennis
111-ea-4942,Stacee,BURCH,sburch@uni.edu,Female,06/04/1996,Chemistry,,Hockey
111-ce-9423,Charin,NORTON,cnorton@uni.edu,Female,24/07/1998,Journalism,Kappa Xi,
112-cb-8080,Ethelred,OXBE,eoxbe@uni.edu,Male,15/09/1996,Physics,Nu Psi Lambda,Basketball
112-ff-2118,Mae,FARGIE,mfargie@uni.edu,Female,11/10/1996,Finance,Tau Picore,Hockey
111-ac-7002,Hansiain,HINZER,hhinzer@uni.edu,Polygender,03/10/1996,IT,,Tennis
112-ea-4836,Townsend,RAMBLE,tramble@uni.edu,Male,02/12/1997,IT,Delta Magnus,Basketball
111-ac-7027,Salome,DYKA,sdyka@uni.edu,Male,03/05/1996,Art & Culture,,Hockey
112-db-8469,Lyman,GERRETT,lgerrett@uni.edu,Male,18/03/1997,Law,,
111-da-5802,Sandi,PUDSALL,spudsall@uni.edu,Male,21/11/1997,Gastronomy,,Martial Arts
112-ad-7696,Shel,BELTZNER,sbeltzner@uni.edu,Female,15/02/1998,Chemistry,,Martial Arts
111-eb-1913,Kylie,FERRAN,kferran@uni.edu,Female,23/12/1996,Biotechnology,,
111-ee-6059,Danell,LAKIN,dlakin@uni.edu,Female,05/04/1997,Tourism & Catering,Kappa Xi,
112-fe-2867,Hoyt,STICKLER,hstickler@uni.edu,Male,15/02/1998,IT,Nu Psi Lambda,Basketball
111-ba-1489,Kesley,VERBRUGGE,kverbrugge@uni.edu,Male,16/06/1996,Journalism,,Swimming
111-cb-2320,Esther,TOUR,etour@uni.edu,Female,02/01/1997,Law,Kappa Xi,
111-bc-9671,Norry,COWAN,ncowan@uni.edu,Genderfluid,08/02/1996,Law,Delta Magnus,Martial Arts
111-be-3694,Jennee,HALDENE,jhaldene@uni.edu,Male,10/07/1997,Biotechnology,,Martial Arts
111-de-4050,Nona,FERDINAND,nferdinand@uni.edu,Female,16/04/1998,IT,Beta Mu,
111-dc-7184,Kipper,GOUGH,kgough@uni.edu,Female,12/03/1997,Law,Kappa Xi,
111-cb-4222,Carlotta,BIRCHNER,cbirchner@uni.edu,Male,15/01/1996,Business Administration,Nu Psi Lambda,Basketball
112-fd-5679,Rozalie,DISBREY,rdisbrey@uni.edu,Genderfluid,30/10/1996,Biotechnology,Kappa Xi,
111-fc-2975,Allegra,BETTERTON,abetterton@uni.edu,Male,23/01/1996,Business Administration,,
111-ca-2616,Christoffer,GRADON,cgradon@uni.edu,Female,11/02/1998,Art & Culture,,Gymnastics
111-fd-2483,Kippie,EILHERTSEN,keilhertsen@uni.edu,Female,12/11/1997,Psychology,,
111-db-5872,Florrie,BLACKALLER,fblackaller@uni.edu,Male,08/07/1998,Tourism & Catering,,
111-de-9899,Viv,WORGE,vworge@uni.edu,Male,27/06/1997,Physics,,
112-bc-7634,Onida,WHILDE,owhilde@uni.edu,Male,16/11/1996,Medicine,Beta Mu,Martial Arts
112-df-8260,Binni,D'ADAMO,bdadamo@uni.edu,Female,29/11/1998,Medicine,Beta Mu,Hockey
111-df-7303,Bendite,CECCHETELLI,bcecchetelli@uni.edu,Female,25/10/1996,Physics,,Swimming
111-cb-6117,Teddi,CAULWELL,tcaulwell@uni.edu,Female,14/09/1997,Law,,Volleyball
112-ce-9258,Forester,GARTENFELD,fgartenfeld@uni.edu,Male,12/10/1997,Finance,,Swimming
112-ba-2211,Rona,RODER,rroder@uni.edu,Genderqueer,09/04/1996,Litterature & Linguistics,,Gymnastics
111-cb-6866,Kata,WILLIS,kwillis@uni.edu,Female,12/01/1996,Art & Culture,Tau Picore,Basketball
111-ac-4653,Oren,FAIRNIE,ofairnie@uni.edu,Bigender,29/10/1997,Business Administration,Delta Magnus,Basketball
112-fc-1781,Kellen,CHSTENEY,kchsteney@uni.edu,Female,24/09/1998,Medicine,Beta Mu,Gymnastics
111-cf-8796,Codi,PRIEL,cpriel@uni.edu,Female,12/11/1998,Medicine,Beta Mu,Hockey
112-aa-8485,Karisa,BRADBURNE,kbradburne@uni.edu,Female,17/08/1996,Litterature & Linguistics,,Tennis
112-af-7050,Fergus,CONNOR,fconnor@uni.edu,Male,18/11/1998,Engineering,Nu Psi Lambda,Martial Arts
112-bd-6676,Robert,CALDERO,rcaldero@uni.edu,Female,05/04/1998,Tourism & Catering,Tau Picore,Volleyball
111-fa-2107,Tiffie,WALLMAN,twallman@uni.edu,Female,08/03/1997,Psychology,,
111-fc-9432,Aylmar,CREADY,acready@uni.edu,Male,05/03/1997,Law,,
111-fd-1519,Ginger,COLLOUGH,gcollough@uni.edu,Female,12/03/1996,Engineering,,Hockey
112-fc-3234,Gerrilee,BERZEN,gberzen@uni.edu,Male,27/02/1997,Psychology,,
111-dc-8579,Dawn,HAVILE,dhavile@uni.edu,Agender,01/12/1997,Law,Delta Magnus,Tennis
112-ca-9242,Stafani,BREWETT,sbrewett@uni.edu,Female,07/02/1998,Art & Culture,,
112-db-9072,Neron,BARTLOMIECZAK,nbartlomieczak@uni.edu,Non-binary,23/03/1997,Psychology,Tau Picore,Tennis
111-aa-3870,Emeline,MILLIS,emillis@uni.edu,Female,04/01/1997,Tourism & Catering,Kappa Xi,
111-ad-7747,Arlene,SMITTEN,asmitten@uni.edu,Male,22/01/1996,Medicine,,Hockey
111-fc-9451,Nisse,BOURGET,nbourget@uni.edu,Female,25/02/1998,Litterature & Linguistics,,Volleyball
112-ee-6174,Karel,DE GIORGI,kdegiorgi@uni.edu,Female,04/08/1998,Litterature & Linguistics,,
111-ce-8662,Bianka,DOVER,bdover@uni.edu,Male,28/12/1996,Litterature & Linguistics,Beta Mu,Martial Arts
111-ab-8861,Luella,BERNLI,lbernli@uni.edu,Female,12/12/1998,History,,Gymnastics
111-dd-5544,Luca,LAUGHTON,llaughton@uni.edu,Female,08/04/1997,Mathematics,Tau Picore,
112-bd-6059,Lusa,KIRVIN,lkirvin@uni.edu,Female,11/11/1997,Psychology,Kappa Xi,Hockey
112-ab-4832,Anitra,RAFFAN,araffan@uni.edu,Female,15/04/1997,IT,,Volleyball
112-bc-5640,Ellie,WHERRETT,ewherrett@uni.edu,Female,16/04/1996,Litterature & Linguistics,Beta Mu,Gymnastics
111-be-7671,Zorah,TONKIN,ztonkin@uni.edu,Genderqueer,19/05/1996,Engineering,,Swimming
111-ce-9496,Gayle,MUSTERD,gmusterd@uni.edu,Female,22/04/1996,IT,Tau Picore,Basketball
112-dc-2685,Ulric,WABERSICH,uwabersich@uni.edu,Male,01/08/1997,Mathematics,,Football
111-dd-8793,Eustacia,IZACENKO,eizacenko@uni.edu,Male,10/03/1998,Psychology,Zeta Omega,Basketball
112-fe-7522,Lew,RENN,lrenn@uni.edu,Male,10/11/1997,Mathematics,,Volleyball
112-de-1999,Jyoti,BROSH,jbrosh@uni.edu,Female,29/05/1998,Psychology,,Volleyball
112-ab-1728,Boothe,HINCHON,bhinchon@uni.edu,Female,07/02/1998,Art & Culture,Beta Mu,Martial Arts
112-ae-7543,Worth,COLLIAR,wcolliar@uni.edu,Male,04/06/1997,IT,,
111-dd-3272,Gaelan,CRASKE,gcraske@uni.edu,Male,24/03/1997,Tourism & Catering,Tau Picore,
111-de-7245,Reade,HEAD,rhead@uni.edu,Female,19/03/1996,Business Administration,,Tennis
111-ab-7557,Broddy,CHALDER,bchalder@uni.edu,Male,06/08/1998,IT,,Martial Arts
111-fb-1969,Yul,HITSCHER,yhitscher@uni.edu,Female,18/05/1996,Architecture,,Volleyball
112-db-5917,Winny,GIBBEN,wgibben@uni.edu,Female,15/12/1997,Art & Culture,,Tennis
112-ac-4633,Muhammad,LUCIO,mlucio@uni.edu,Female,03/03/1998,Psychology,,Volleyball
111-ca-3990,Ginger,PITTLE,gpittle@uni.edu,Female,01/01/1998,Litterature & Linguistics,Tau Picore,
111-cd-3704,Leda,GEMEAU,lgemeau@uni.edu,Female,17/09/1996,Tourism & Catering,,Hockey
111-db-5587,Cece,COLEY,ccoley@uni.edu,Male,30/10/1996,Biotechnology,,Football
111-cd-4615,Rudy,GIANIELLO,rgianiello@uni.edu,Female,09/07/1997,Biotechnology,Tau Picore,
112-ee-9362,Romola,THACKERAY,rthackeray@uni.edu,Female,14/12/1997,Art & Culture,,Hockey
112-aa-8776,Revkah,JELLY,rjelly@uni.edu,Female,02/06/1998,Business Administration,,Gymnastics
111-bc-8819,Carlyn,SPROUL,csproul@uni.edu,Male,26/04/1996,IT,Beta Mu,Martial Arts
111-df-2126,Georgie,KLEINHAUSEN,gkleinhausen@uni.edu,Male,22/03/1997,Architecture,Zeta Omega,Hockey
112-eb-5381,Mariann,KILLICK,mkillick@uni.edu,Male,19/02/1998,Engineering,,Martial Arts
111-ef-2361,Reinhold,FEYE,rfeye@uni.edu,Female,10/12/1997,Art & Culture,,Hockey
111-af-2503,Yehudi,SAMBALS,ysambals@uni.edu,Genderqueer,03/01/1997,Mathematics,,Football
111-bd-9165,Adelina,MCMYCHEM,amcmychem@uni.edu,Male,07/03/1998,Psychology,Zeta Omega,
111-ab-1940,Nels,STOBBIE,nstobbie@uni.edu,Male,30/12/1996,Law,,Basketball
111-ba-1753,Shir,NEWVELL,snewvell@uni.edu,Female,15/12/1998,Engineering,,Gymnastics
112-af-2961,Gabriel,MUNTON,gmunton@uni.edu,Male,17/05/1998,IT,Kappa Xi,Tennis
111-dc-2333,Colin,BOYEN,cboyen@uni.edu,Bigender,01/10/1996,Computer Science,,Tennis
112-ad-5989,Kerrie,BOYS,kboys@uni.edu,Male,19/12/1998,Finance,Zeta Omega,
111-cf-4702,Shanta,CASHFORD,scashford@uni.edu,Male,04/09/1996,Mathematics,,Football
112-bf-2482,Hedy,DENISOVO,hdenisovo@uni.edu,Female,09/01/1997,Tourism & Catering,,
112-cc-6340,Irvine,EVERSFIELD,ieversfield@uni.edu,Male,27/12/1998,Gastronomy,Zeta Omega,Gymnastics
112-fa-4972,Charlotte,FORESTEL,cforestel@uni.edu,Bigender,08/07/1996,Engineering,,Hockey
111-ac-7541,Sargent,DUFOUR,sdufour@uni.edu,Male,03/01/1997,Computer Science,,Swimming
111-af-7207,Jyoti,OTTER,jotter@uni.edu,Male,22/03/1998,Chemistry,Beta Mu,Martial Arts
112-ef-8711,Pepito,CARNOW,pcarnow@uni.edu,Male,13/05/1996,Medicine,Pi Gamma Rho,Swimming
112-fa-4270,Sean,BATEY,sbatey@uni.edu,Female,15/12/1996,Architecture,Beta Mu,
111-cd-2491,Alayne,RULTON,arulton@uni.edu,Female,12/03/1997,Medicine,Tau Picore,Swimming
111-bb-6544,Sharia,SHEARN,sshearn@uni.edu,Genderfluid,16/01/1997,IT,,
111-dd-6722,Noellyn,BERTOT,nbertot@uni.edu,Male,13/09/1996,IT,Nu Psi Lambda,
112-be-1383,Torry,O'CURNEEN,tocurneen@uni.edu,Female,21/03/1997,Tourism & Catering,,Hockey
112-ef-5484,Sissy,MONCKTON,smonckton@uni.edu,Female,18/11/1996,Litterature & Linguistics,Tau Picore,
111-dd-2867,Adah,GOULBORN,agoulborn@uni.edu,Male,01/03/1998,Mathematics,Pi Gamma Rho,
111-ce-9031,Karleen,PENSWICK,kpenswick@uni.edu,Male,26/12/1996,Finance,,Swimming
111-bc-9686,Starlene,LEGGING,slegging@uni.edu,Female,03/01/1996,Tourism & Catering,,Tennis
112-ac-6143,Nicky,ELGRAM,nelgram@uni.edu,Female,24/06/1997,Gastronomy,Kappa Xi,Swimming
112-ae-2713,Teodoro,DI MATTEO,tdimatteo@uni.edu,Female,02/06/1998,Physics,Tau Picore,Gymnastics
111-bb-8052,Britt,WHIPP,bwhipp@uni.edu,Male,12/08/1998,Journalism,,Hockey
112-ac-4155,Codi,BOOLER,cbooler@uni.edu,Female,03/07/1997,Art & Culture,,Swimming
111-ee-4791,Malissia,OGBORN,mogborn@uni.edu,Female,12/09/1998,Medicine,,Gymnastics
111-fd-6312,Betsey,ARNOWICZ,barnowicz@uni.edu,Male,02/08/1998,Business Administration,,
112-bb-4669,Jada,EFFNERT,jeffnert@uni.edu,Female,11/07/1998,Computer Science,,Swimming
112-fd-1925,El,GOPSILL,egopsill@uni.edu,Male,16/04/1998,Finance,Nu Psi Lambda,
111-ff-1864,Laurent,TREBBETT,ltrebbett@uni.edu,Male,14/10/1996,IT,,Football
111-ed-7572,Mart,GRIST,mgrist@uni.edu,Male,24/10/1997,Tourism & Catering,,
112-ea-6641,Kristina,NAND,knand@uni.edu,Female,19/06/1998,Computer Science,Kappa Xi,
112-bb-3004,Kit,LADELL,kladell@uni.edu,Female,12/09/1998,Engineering,Tau Picore,Gymnastics
111-ce-4129,Francisca,RAMELET,framelet@uni.edu,Polygender,01/08/1997,Psychology,Zeta Omega,
112-ef-3525,Maisey,CASTILLO,mcastillo@uni.edu,Non-binary,02/06/1996,IT,Beta Mu,Tennis
111-cc-7046,Ibrahim,HAMBERSTONE,ihamberstone@uni.edu,Female,28/03/1998,Finance,Tau Picore,
112-da-1108,Jodee,CAWT,jcawt@uni.edu,Female,21/03/1997,Art & Culture,,Hockey
111-fc-4961,Herb,CLULEE,hclulee@uni.edu,Male,23/03/1998,Finance,Delta Magnus,Basketball
112-da-6966,Marlowe,RAYNOR,mraynor@uni.edu,Female,27/10/1997,Business Administration,,
112-ab-3445,Roderic,MEATES,rmeates@uni.edu,Male,16/06/1996,Tourism & Catering,,Football
112-bf-6704,Antone,OLIVA,aoliva@uni.edu,Female,25/01/1996,Medicine,,Volleyball
112-ff-3410,Letti,IMORE,limore@uni.edu,Male,02/06/1997,Tourism & Catering,Kappa Xi,
111-db-5566,Helyn,COZZI,hcozzi@uni.edu,Male,07/08/1998,Biotechnology,,
111-df-2607,Cecile,SKINGLE,cskingle@uni.edu,Male,09/02/1998,Psychology,,Football
111-ed-6733,Maurise,NICKOLS,mnickols@uni.edu,Male,06/11/1996,Law,Nu Psi Lambda,
111-bc-3744,Bell,SPELLACY,bspellacy@uni.edu,Female,23/09/1997,Engineering,,
111-df-2695,Marybelle,GOMMES,mgommes@uni.edu,Non-binary,25/04/1998,Chemistry,,Volleyball
112-fc-5501,Brit,REUBLE,breuble@uni.edu,Male,16/07/1998,Law,,Basketball
112-fe-2659,Adriaens,FUZZARD,afuzzard@uni.edu,Female,24/07/1998,Biotechnology,,
112-af-6445,Garvey,MACTAGUE,gmactague@uni.edu,Female,04/03/1996,Business Administration,Kappa Xi,Hockey
111-de-8943,Tammie,NANCEKIVELL,tnancekivell@uni.edu,Female,26/04/1998,Finance,,
112-af-1198,Brigitte,DENNITTS,bdennitts@uni.edu,Male,16/01/1996,Engineering,,Basketball
111-ca-3262,Ali,GRAVESTONE,agravestone@uni.edu,Female,10/10/1998,Computer Science,Beta Mu,
111-de-8162,Caren,NORBURY,cnorbury@uni.edu,Male,06/11/1998,Computer Science,Delta Magnus,
112-aa-8201,Ryon,RIVELON,rrivelon@uni.edu,Bigender,15/12/1998,Physics,,Gymnastics
112-ce-6938,Romonda,LARMETT,rlarmett@uni.edu,Female,02/01/1998,Biotechnology,,
111-df-2014,Bryn,DERRICOAT,bderricoat@uni.edu,Female,05/05/1997,Litterature & Linguistics,Kappa Xi,Gymnastics
112-cc-8833,Cory,CCOMINI,cccomini@uni.edu,Male,12/07/1998,Computer Science,,Martial Arts
112-cf-9835,Marty,JOSILEVICH,mjosilevich@uni.edu,Male,23/03/1998,Chemistry,,
112-ce-4475,Taryn,WALTHO,twaltho@uni.edu,Female,16/05/1996,Psychology,Kappa Xi,Swimming
111-db-1009,Reese,LEGG,rlegg@uni.edu,Female,13/08/1997,Journalism,Kappa Xi,
111-aa-3108,Donna,BLACKBORN,dblackborn@uni.edu,Male,20/12/1997,Litterature & Linguistics,,Volleyball
112-dc-2847,My,HAWICK,mhawick@uni.edu,Female,19/08/1997,Computer Science,,Gymnastics
112-fc-7461,Syman,WYNTER,swynter@uni.edu,Female,04/04/1998,Medicine,,
112-ab-4177,Celestine,GOZZARD,cgozzard@uni.edu,Female,19/03/1998,Psychology,,Martial Arts
111-df-1752,Patten,BEST,pbest@uni.edu,Female,16/06/1998,Engineering,,Martial Arts
111-db-1162,Ali,DAVALL,adavall@uni.edu,Genderfluid,02/08/1998,IT,,Gymnastics
111-bb-3225,Cyrille,JEDUCH,cjeduch@uni.edu,Male,03/10/1996,Biotechnology,Delta Magnus,Hockey
112-ee-8907,Nelly,KATT,nkatt@uni.edu,Female,03/08/1996,Chemistry,,Tennis
112-bf-6006,Kriste,OSMAN,kosman@uni.edu,Male,12/05/1996,Engineering,,Martial Arts
112-fd-5245,Kalina,QUIMBY,kquimby@uni.edu,Female,15/07/1996,Art & Culture,Kappa Xi,Tennis
112-bb-9271,Silvano,LANCHBERY,slanchbery@uni.edu,Female,23/04/1996,Finance,Kappa Xi,Tennis
111-ce-1853,Tiffany,BURTENSHAW,tburtenshaw@uni.edu,Male,20/11/1997,Computer Science,,
112-ca-6881,Rosalinde,MILBURN,rmilburn@uni.edu,Male,02/11/1998,Litterature & Linguistics,Zeta Omega,
112-aa-7225,Teressa,BURGETT,tburgett@uni.edu,Male,20/08/1998,Mathematics,,Gymnastics
112-dd-8233,Dana,JEST,djest@uni.edu,Agender,17/11/1996,Medicine,Delta Magnus,
111-bf-3037,Brande,DECREUZE,bdecreuze@uni.edu,Male,25/01/1997,Gastronomy,Delta Magnus,Basketball
112-bd-9155,Tomasina,KYBERD,tkyberd@uni.edu,Female,04/02/1998,Journalism,,Volleyball
112-df-8263,Ros,TANN,rtann@uni.edu,Male,15/04/1996,Mathematics,,Swimming
112-fb-8328,Earvin,ROUSBY,erousby@uni.edu,Male,08/06/1998,Mathematics,Kappa Xi,Tennis
111-ad-2374,Claire,BRUNKER,cbrunker@uni.edu,Female,03/04/1997,Litterature & Linguistics,,
111-cc-4449,Zacharie,ALSTEAD,zalstead@uni.edu,Male,01/05/1998,Law,,Tennis
112-ff-4405,Stafford,MASKREY,smaskrey@uni.edu,Female,24/01/1996,Tourism & Catering,Beta Mu,
112-de-6242,Jordan,DYBLE,jdyble@uni.edu,Male,20/04/1997,Computer Science,,Basketball
112-dc-9900,Jeralee,DE SIMONI,jdesimoni@uni.edu,Female,06/07/1998,Litterature & Linguistics,Tau Picore,Swimming
112-cd-4634,Hannie,SHIELDON,hshieldon@uni.edu,Female,06/04/1996,Gastronomy,Kappa Xi,
111-ff-1730,Laina,BAMBRUGH,lbambrugh@uni.edu,Female,29/07/1996,Gastronomy,,Tennis
111-cd-7100,Veronica,LADEN,vladen@uni.edu,Male,03/12/1996,Architecture,,Tennis
112-cd-6469,Adriana,TYSON,atyson@uni.edu,Male,24/08/1997,Business Administration,,
111-db-7285,Johny,THOMASSEN,jthomassen@uni.edu,Agender,23/04/1998,Journalism,,Swimming
111-fb-6371,Zondra,LAWRY,zlawry@uni.edu,Female,28/10/1996,IT,Beta Mu,Martial Arts
111-db-7912,Madeline,HAMMERSON,mhammerson@uni.edu,Male,18/04/1997,Chemistry,,Volleyball
112-cd-2788,Bertrand,BLYTH,bblyth@uni.edu,Female,04/11/1998,Mathematics,Kappa Xi,
111-ee-2636,Minda,O' MULDERRIG,momulderrig@uni.edu,Female,14/04/1997,Law,,Martial Arts
